shape,"(512,)"
-0.024721235
0.010928538
-0.032753915
0.008284404
0.010275518
0.017757637
0.00913663
-0.021499153
0.016119817
0.02570947
-0.036113013
-0.021749767
0.002026751
-0.03587957
-0.0152871
0.018989472
0.033490133
-0.022406485
-0.01820731
0.014185545
0.005896371
0.015346611
0.010348717
-0.015037545
-0.031034105
-0.018501712
0.030746719
-0.001336941
-0.014197348
-0.026964638
-0.00043956476
0.00683362
0.0015129577
-0.0053545195
-0.014848678
-0.015171187
0.020301927
0.024510026
0.024031669
-0.007907671
-0.029573122
-0.016942784
0.0055655045
-0.0084321145
-0.006384899
-0.023796136
-0.020401519
-0.014480427
0.022024168
-0.00970568
0.009195829
-0.002801655
0.03813447
0.008621255
0.006711169
0.03475874
-0.020531405
0.03298715
-0.02341677
-0.02924411
0.011715033
0.021903528
-0.013742038
-0.012900358
-0.035304006
-0.015895957
-0.030624816
-0.0065285508
0.0163917
-0.029602252
0.012979567
0.011396604
-0.0072030867
-0.03474256
-0.0018143079
0.013586838
0.02153564
0.010175567
-0.0019055728
-0.016014658
-0.009106338
0.019997627
0.015285848
-0.010908455
-0.010863255
-0.016758319
-0.032140914
-0.016812231
-0.029172577
-0.024023185
0.015420968
-0.006851905
-0.03265516
0.006308821
0.003491344
-0.013807929
0.025268082
-0.021022175
0.0219839
-0.011835169
-0.012346009
-0.027836254
-0.0045483527
0.012279308
-0.021057962
-0.018159125
0.00376275
0.0254396
0.0030644545
-0.016344318
-0.021642374
-0.020643868
0.015307124
-0.029541962
0.017977625
0.014039732
-0.002909683
-0.031016078
0.04233822
-0.018753773
-0.0057597472
0.010197941
-0.0050542257
0.0001381862
-0.011756775
0.007963899
0.029998582
-0.0035940555
0.008319457
0.0050955075
0.021456124
-0.009606009
0.014818885
-0.016388202
0.01754029
-0.021490777
0.022881174
-0.007990079
0.01943783
-0.006485864
-0.026498262
-0.005224416
0.03195928
-0.025845218
0.031138096
0.008239679
0.0016385412
-0.015086902
-0.02609881
0.023079814
-0.0031319596
-0.03243179
-0.0018162092
-0.01132857
0.006538304
-0.015774323
0.012107044
0.020497462
-0.0063846745
0.016156724
-0.02570385
0.023759678
0.01494515
0.021277282
-0.03397595
-0.0129826795
0.025222844
0.014818266
0.0020193257
0.01970235
0.021117136
0.003923669
-0.010184732
0.02888333
0.0085112285
0.002711488
0.032195885
0.0052453377
0.0006824547
0.023748597
0.025362853
0.01677295
-0.0008751447
0.030493205
0.011093806
0.004087444
-0.016139245
-0.026828913
-0.022677401
0.004655202
-0.020603642
-0.028452784
0.042268984
0.0037227718
-0.015354404
0.009699778
0.044731166
-0.0039603994
-0.033333823
-0.028261626
-0.029598633
0.030194722
0.010860021
-0.003449761
0.010869688
-0.013080254
0.037490327
0.028185327
0.01756313
0.0132301785
-0.012468237
-0.007914298
0.04241312
0.002669119
0.0070558344
0.0293449
0.009767654
-0.018538713
0.02088324
-0.037887357
-0.0005652253
-0.025583316
-0.021476723
0.00028903232
-0.032799598
-0.02334822
0.019073235
-0.03380445
-0.023611303
-0.014446068
0.010299239
0.026681615
-0.026576018
-0.018827263
0.006840001
0.011221243
0.003995041
0.0065022977
0.0009329584
-0.012933663
-0.007340223
0.02811635
0.023629356
-0.023968635
0.014585445
0.013567702
-0.009793756
-0.023806084
-0.020128062
-0.030655121
-0.025823468
0.024640467
0.02910498
0.016899502
0.017315414
-0.029281545
0.004915924
-0.027571717
-0.019937363
0.015487542
-0.013748936
0.007954093
0.0037563164
0.0074052084
0.0058903466
0.014878832
0.037237536
-0.0048910105
0.034906756
0.021124486
0.032796636
-7.340564e-05
-0.027228564
0.0004270104
-0.002861402
-0.011901524
0.042650186
-0.0031176244
-0.028343141
0.035841435
0.011209265
-0.012077125
-0.0020434826
0.010459019
-0.034613024
-0.0032991034
0.010980317
0.013598049
0.026015943
-0.017629148
-0.028662143
0.01508157
0.02145733
-0.010682423
-0.018779429
0.011817207
-0.022427598
0.0075656325
-0.030396542
0.011982887
-0.031574044
-0.0053136046
-0.014455718
0.03526854
-0.01398967
-0.006178914
0.022811832
-0.022998117
0.0022517971
-0.0024333757
0.03442947
-0.017242666
0.0293366
-0.039663676
0.026982171
0.0250642
-0.012093378
-0.035731185
0.016267302
0.0019342452
-0.017290786
